Date,Open,High,Low,Close,Adj Close,Volume,Returns,MA5,MA20,Volatility,MA_20,MA_50,MA_200,BB_middle,BB_upper,BB_lower,RSI
2024-01-17,181.27000427246097,182.92999267578125,180.3000030517578,182.67999267578125,181.98939514160156,47317400,-0.5173512943255187,184.8019989013672,187.89049835205077,1.336629017422608,,,,,,,
2024-01-18,186.08999633789065,189.13999938964844,185.8300018310547,188.6300048828125,187.91693115234375,78005800,3.2570683411353496,185.28999938964844,187.89049835205077,1.336629017422608,,,,,,,
2024-01-19,189.3300018310547,191.9499969482422,188.82000732421875,191.55999755859375,190.8358459472656,68741000,1.5533014896551125,186.48399963378907,187.89049835205077,1.336629017422608,,,,,,,
2024-01-22,192.3000030517578,195.3300018310547,192.2599945068359,193.88999938964844,193.1570281982422,60133900,1.216330058858972,188.0779998779297,187.89049835205077,1.336629017422608,,,,,,,66.05681085184207
2024-01-23,195.02000427246097,195.75,193.8300018310547,195.17999267578125,194.4421539306641,42355600,0.6653222395139657,190.38799743652345,187.89049835205077,1.336629017422608,,,,,,,67.6797331467744
2024-01-24,195.4199981689453,196.3800048828125,194.33999633789065,194.5,193.7647247314453,53631300,-0.3483926126131242,192.7519989013672,187.89049835205077,1.336629017422608,,,,,,,69.508931060761
2024-01-25,195.22000122070312,196.27000427246097,193.11000061035156,194.1699981689453,193.43597412109375,54822100,-0.169666751184927,193.85999755859376,187.89049835205077,1.336629017422608,,,,,,,75.26789336469804
2024-01-26,194.27000427246097,194.7599945068359,191.94000244140625,192.4199981689453,191.6925811767578,44594000,-0.9012720896651284,194.0319976806641,187.89049835205077,1.336629017422608,,,,,,,72.23101117790186
2024-01-29,192.0099945068359,192.1999969482422,189.5800018310547,191.72999572753903,191.0052032470703,47145600,-0.3585918553020928,193.5999969482422,187.89049835205077,1.336629017422608,,,,,,,64.28901078009187
2024-01-30,190.94000244140625,191.8000030517578,187.47000122070312,188.0399932861328,187.32913208007812,55859400,-1.924582758897031,192.1719970703125,187.89049835205077,1.336629017422608,187.89049835205077,,,187.89049835205077,196.96354250275766,178.81745420134388,55.832646913319586
2024-01-31,187.0399932861328,187.1000061035156,184.3500061035156,184.3999938964844,183.70291137695312,55467800,-1.935758093816553,190.15199584960936,187.82849807739257,1.336629017422608,187.82849807739257,,,187.82849807739257,196.98287710840813,178.674119046377,46.739512297077695
2024-02-01,183.9900054931641,186.9499969482422,183.82000732421875,186.86000061035156,186.15362548828125,64885400,1.3340600842145944,188.68999633789065,187.95899810791016,1.3582417505697386,187.95899810791016,,,187.95899810791016,196.9719051925314,178.94609102328891,52.16650241740549
2024-02-02,179.86000061035156,187.3300018310547,179.25,185.8500061035156,185.14743041992188,102518000,-0.5405086714850516,187.3759979248047,188.15599822998047,1.3295992370719436,188.15599822998047,,,188.15599822998047,196.77587342212163,179.5361230378393,49.88330768154465
2024-02-05,188.1499938964844,189.25,185.83999633789065,187.67999267578125,186.9705047607422,69668800,0.9846577950857638,186.5659973144531,188.4809982299805,1.3373391500697316,188.48099822998046,,,188.48099822998046,196.45972134842546,180.50227511153545,56.85741273346775
2024-02-06,186.86000061035156,189.30999755859375,186.77000427246097,189.3000030517578,188.5843963623047,43490800,0.86317691773099,186.81799926757813,188.66799850463863,1.2425708814632492,188.66799850463866,,,188.66799850463866,196.53296746131778,180.80302954795954,60.960283186985365
2024-02-07,190.63999938964844,191.0500030517578,188.61000061035156,189.41000366210935,188.6939697265625,53439000,0.0581091434644465,187.82000122070312,188.88149871826172,1.2401787787462044,188.88149871826172,,,188.88149871826172,196.5731400645442,181.18985737197926,51.6009836788486
2024-02-08,189.38999938964844,189.5399932861328,187.3500061035156,188.32000732421875,187.6081085205078,40962000,-0.5754692554861274,188.11200256347655,188.98799896240232,1.244870796102178,188.98799896240234,,,188.98799896240234,196.5810798943598,181.3949180304449,42.80641248890483
2024-02-09,188.6499938964844,189.9900054931641,188.0,188.8500061035156,188.37615966796875,45155200,0.2814351947132198,188.71200256347657,189.1509994506836,1.242323110129837,189.1509994506836,,,189.1509994506836,196.57502740684384,181.72697149452335,37.83784579922737
2024-02-12,188.4199981689453,188.6699981689453,186.7899932861328,187.1499938964844,186.680419921875,41781900,-0.9001917670573678,188.6060028076172,189.21249923706057,1.261747220495813,189.21249923706054,,,189.21249923706054,196.54362849834135,181.88136997577973,30.998587497183607
2024-02-13,185.77000427246097,186.2100067138672,183.5099945068359,185.0399932861328,184.57571411132812,56529500,-1.127438246948953,187.75400085449215,189.28299865722656,1.2564179605508392,189.28299865722656,,,189.28299865722656,196.41243469452368,182.15356261992943,29.03368497517394
2024-02-14,185.32000732421875,185.52999877929688,182.44000244140625,184.1499938964844,183.6879425048828,54630500,-0.4809767736384307,186.7019989013672,189.35649871826172,1.2555860527978389,189.35649871826172,,,189.35649871826172,196.22484075677332,182.48815667975012,28.330450312270372
2024-02-15,183.5500030517578,184.4900054931641,181.3500061035156,183.86000061035156,183.398681640625,65434500,-0.1574766743114075,185.80999755859375,189.11799850463868,1.0029265099757496,189.11799850463868,,,189.11799850463868,196.410722092605,181.82527491667236,30.240082845488843
2024-02-16,183.4199981689453,184.8500061035156,181.6699981689453,182.30999755859375,181.85255432128903,49701400,-0.8430343993322875,184.5019958496094,188.65549850463867,0.93278782157877,188.65549850463867,,,188.65549850463867,196.45199602895403,180.85900098032332,29.085265582154463
2024-02-20,181.7899932861328,182.42999267578125,180.0,181.55999755859375,181.1044464111328,53665600,-0.4113872031395016,183.38399658203124,188.03899841308595,0.8674816069650545,188.03899841308595,,,188.03899841308595,196.03998797983172,180.03800884634018,33.45251501135827
2024-02-21,181.94000244140625,182.88999938964844,180.66000366210935,182.32000732421875,181.862548828125,41529700,0.4185997884141423,182.83999938964843,187.3959991455078,0.8543208369569215,187.3959991455078,,,187.3959991455078,195.03963165996961,179.752366631046,43.772499844671
2024-02-22,183.47999572753903,184.9600067138672,182.4600067138672,184.3699951171875,183.90737915039065,52292200,1.1243899246467626,182.88399963378907,186.8894989013672,0.9146099166799356,186.88949890136718,,,186.88949890136718,193.86431575041172,179.91468205232263,42.35725439100168
2024-02-23,185.0099945068359,185.0399932861328,182.22999572753903,182.52000427246097,182.0620574951172,45119700,-1.003412102685508,182.61600036621093,186.30699920654297,0.929014660847795,186.30699920654297,,,186.30699920654297,192.63785977341493,179.976138639671,40.280198925559795
2024-02-26,182.2400054931641,182.7599945068359,180.6499938964844,181.16000366210935,180.70545959472656,40867400,-0.7451241390074914,182.3860015869141,185.74399948120117,0.9243825452490976,185.74399948120117,,,185.74399948120117,191.78181821790204,179.7061807445003,30.432210142604433
2024-02-27,181.1000061035156,183.9199981689453,179.55999755859375,182.6300048828125,182.17176818847656,54318900,0.8114380608232441,182.60000305175785,185.28899993896485,0.9567355623079296,185.28899993896485,,,185.28899993896485,190.77365377040329,179.8043461075264,29.800119963142222
2024-02-28,182.5099945068359,183.1199951171875,180.1300048828125,181.4199981689453,180.9647979736328,48953900,-0.6625454095802064,182.4200012207031,184.95800018310547,0.878058694552321,184.95800018310547,,,184.95800018310547,190.5417505710108,179.37424979520014,27.314011311086105
2024-02-29,181.27000427246097,182.57000732421875,179.52999877929688,180.75,180.2964782714844,136682600,-0.3693077806788292,181.6960021972656,184.77550048828124,0.7767923379050148,184.77550048828124,,,184.77550048828124,190.6661987156196,178.88480226094288,27.981366349359647
2024-03-01,179.5500030517578,180.52999877929688,177.3800048828125,179.66000366210938,179.20921325683594,73488000,-0.603040850838521,181.1240020751953,184.4155006408691,0.7065502547227103,184.41550064086914,,,184.41550064086914,190.64036953982045,178.19063174191783,24.11266917913744
2024-03-04,176.14999389648438,176.89999389648438,173.7899932861328,175.10000610351562,174.66065979003906,81510100,-2.5381261636673647,179.91200256347656,183.87800064086915,0.8784186052532296,183.87800064086915,,,183.87800064086915,191.31899977293926,176.43700150879903,20.76662698342193
2024-03-05,170.75999450683594,172.0399932861328,169.6199951171875,170.1199951171875,169.69314575195312,95132400,-2.844095267126401,177.41000061035157,183.00000076293944,0.994655599908902,183.00000076293946,,,183.00000076293946,192.43018879745145,173.56981272842748,18.228277504654713
2024-03-06,171.05999755859375,171.24000549316406,168.67999267578125,169.1199951171875,168.69566345214844,68587700,-0.5878203789690617,174.95,181.99100036621093,0.9426872910440206,181.99100036621093,,,181.99100036621093,192.80047975495728,171.18152097746457,18.143278693190325
2024-03-07,169.14999389648438,170.72999572753906,168.49000549316406,169.0,168.57595825195312,71765100,-0.0709526493921419,172.6,180.97050018310543,0.9386826562141444,180.97050018310546,,,180.97050018310546,192.649623079613,169.2913772865979,18.274974867300074
2024-03-08,169.0,173.6999969482422,168.94000244140625,170.72999572753906,170.30162048339844,76114600,1.0236661109698677,170.81399841308593,180.09099960327148,1.0035409223888438,180.09099960327148,,,180.09099960327148,192.0847815987744,168.09721760776856,25.46608829799139
2024-03-11,172.94000244140625,174.3800048828125,172.0500030517578,172.75,172.31655883789062,60139500,1.183157220764297,170.3439971923828,179.2859992980957,1.0585030965206266,179.2859992980957,,,179.2859992980957,190.96144272812023,167.61055586807117,32.28789849559482
2024-03-12,173.14999389648438,174.02999877929688,171.00999450683594,173.22999572753906,172.7953338623047,59825400,0.2778557033511264,170.96599731445312,178.58999938964843,1.0642609279199096,178.58999938964843,,,178.58999938964843,189.9468461756049,167.23315260369196,31.51683897714534
2024-03-13,172.77000427246094,173.19000244140625,170.75999450683594,171.1300048828125,170.70062255859375,52488700,-1.2122559005482425,171.3679992675781,177.8944999694824,1.0675587896481304,177.8944999694824,183.77119934082032,,177.8944999694824,189.29182246462491,166.4971774743399,23.133119396385766
2024-03-14,172.91000366210938,174.30999755859375,172.0500030517578,173.0,172.56593322753906,72913500,1.0927336316434166,172.16799926757812,177.3370002746582,1.1169297078127869,177.3370002746582,183.51839935302735,,177.3370002746582,188.5350157733057,166.13898477601072,30.697468066977834
2024-03-15,171.1699981689453,172.6199951171875,170.2899932861328,172.6199951171875,172.18687438964844,121664700,-0.2196560016257231,172.5459991455078,176.775,1.1165814969187509,176.775,183.2857992553711,,176.775,187.7199588094206,165.8300411905794,31.96788178558826
2024-03-18,175.57000732421875,177.7100067138672,173.52000427246094,173.72000122070312,173.28411865234375,75604200,0.6372414173507979,172.73999938964843,176.34550018310546,1.12831475654643,176.34550018310546,183.12199920654297,,176.34550018310546,187.04739380382026,165.64360656239066,30.888021031077926
2024-03-19,174.33999633789062,176.61000061035156,173.02999877929688,176.0800018310547,175.63821411132812,55215200,1.3585082856137465,173.31000061035155,176.0715003967285,1.1818825073428854,176.0715003967285,183.01999938964843,,176.0715003967285,186.48806607398137,165.65493471947565,39.0842228058465
2024-03-20,175.72000122070312,178.6699981689453,175.08999633789062,178.6699981689453,178.22169494628906,53423100,1.4709202129471022,174.81799926757813,175.88899993896484,1.230774007952559,175.88899993896484,182.88219940185547,,175.88899993896484,185.96701369401467,165.81098618391502,46.05761438745887
2024-03-21,177.0500030517578,177.49000549316406,170.83999633789062,171.3699951171875,170.94000244140625,106181300,-4.085746418856029,174.49199829101562,175.23899993896484,1.4845775583005465,175.23899993896484,182.60679931640624,,175.23899993896484,184.6700164191957,165.807983458734,37.281360115890024
2024-03-22,171.75999450683594,173.0500030517578,170.05999755859375,172.27999877929688,171.84771728515625,71106600,0.5310169154682409,174.4239990234375,174.72699966430665,1.4889106261968916,174.72699966430665,182.32859924316406,,174.72699966430665,183.58831855655262,165.86568077206067,45.12783848251513
2024-03-25,170.57000732421875,171.94000244140625,169.4499969482422,170.85000610351562,170.42132568359375,54288300,-0.8300398687680399,173.85,174.21149978637695,1.4904342624752505,174.21149978637695,182.03379943847656,,174.21149978637695,182.68830225670573,165.73469731604817,51.43759638163944
2024-03-26,170.0,171.4199981689453,169.5800018310547,169.7100067138672,169.2841796875,57388400,-0.6672515943357493,172.5760009765625,173.56549987792968,1.4698802978409535,173.56549987792968,181.709599609375,,173.56549987792968,181.27554458752059,165.85545516833878,51.15552678717113
2024-03-27,170.41000366210938,173.60000610351562,170.11000061035156,173.30999755859375,172.87513732910156,60273300,2.1212602099510702,171.50400085449218,173.1599998474121,1.5678445956131524,173.1599998474121,181.50319946289062,,173.1599998474121,179.9259561504604,166.39404354436383,57.42847404636445
2024-03-28,171.75,172.22999572753906,170.50999450683594,171.47999572753906,171.0497283935547,65672700,-1.0559124440792766,171.5260009765625,172.69649963378907,1.57884294487405,172.69649963378907,181.27919952392577,,172.69649963378907,178.47056041165888,166.92243885591927,51.288217755766986
2024-04-01,171.19000244140625,171.25,169.47999572753906,170.02999877929688,169.60337829589844,46240500,-0.8455779008450959,171.0760009765625,172.21499938964843,1.582616757454031,172.21499938964843,180.90719940185548,,172.21499938964843,177.07833014386816,167.3516686354287,45.23475242675883
2024-04-02,169.0800018310547,169.33999633789062,168.22999572753906,168.83999633789062,168.41635131835938,49329500,-0.6998779332762939,170.6739990234375,171.9019989013672,1.494458945366254,171.9019989013672,180.4527993774414,,171.9019989013672,176.78925255628138,167.014745246453,42.495723624321634
2024-04-03,168.7899932861328,170.67999267578125,168.5800018310547,169.64999389648438,169.22433471679688,47691700,0.4797427008780275,170.66199645996093,171.87849884033204,1.3603659645890656,171.87849884033204,179.96799926757814,,171.87849884033204,176.80618375343283,166.95081392723125,47.35334149027552
2024-04-04,170.2899932861328,171.9199981689453,168.82000732421875,168.82000732421875,168.39642333984375,53704400,-0.489234660846527,169.76399841308594,171.8634994506836,1.3583198460620296,171.8634994506836,179.44079956054688,,171.8634994506836,176.8282255796234,166.89877332174382,42.23626424702476
2024-04-05,169.58999633789062,170.38999938964844,168.9499969482422,169.5800018310547,169.15451049804688,42055200,0.4501803541427263,169.38399963378907,171.89249954223632,1.361881310465516,171.89249954223632,178.94239959716796,,171.89249954223632,176.793161440853,166.99183764361965,44.43224112711702
2024-04-08,169.02999877929688,169.1999969482422,168.24000549316406,168.4499969482422,168.02734375,37425500,-0.6663550363316229,169.06799926757813,171.77849960327148,1.3490937699811425,171.77849960327148,178.42799957275392,,171.77849960327148,176.8943738194615,166.66262538708148,40.35856237825198
2024-04-09,168.6999969482422,170.0800018310547,168.35000610351562,169.6699981689453,169.24427795410156,42451200,0.7242512572309456,169.23399963378907,171.62449951171874,1.3306412320063656,171.62449951171874,177.9729995727539,,171.62449951171874,176.80229517039263,166.44670385304485,37.76248466254094
2024-04-10,168.8000030517578,169.08999633789062,167.11000061035156,167.77999877929688,167.3590087890625,49709300,-1.113926687125033,168.86000061035156,171.35199966430665,1.3471545458585608,171.35199966430665,177.49399963378906,,171.35199966430665,176.74327706181012,165.96072226680317,28.63866206208759
2024-04-11,168.33999633789062,175.4600067138672,168.16000366210938,175.0399932861328,174.60079956054688,91070300,4.327091762818491,170.10399780273437,171.54749908447266,1.6523427353159124,171.54749908447266,177.23399963378907,,171.54749908447266,177.18292288483198,165.91207528411334,57.21022202316821
2024-04-12,174.25999450683594,178.36000061035156,174.2100067138672,176.5500030517578,176.10702514648438,101593300,0.8626655756074131,171.497998046875,171.72499923706056,1.6460468583634178,171.72499923706056,177.07699981689453,,171.72499923706056,177.76235082870872,165.6876476454124,58.195794192984934
2024-04-15,175.36000061035156,176.6300048828125,172.5,172.69000244140625,172.25669860839844,73531800,-2.1863497839872292,172.34599914550782,171.72849960327147,1.7239589165354436,171.72849960327147,176.79359985351562,,171.72849960327147,177.76811681235577,165.68888239418717,53.23033286471103
2024-04-16,171.75,173.75999450683594,168.27000427246094,169.3800048828125,168.95501708984375,73711200,-1.9167279586534416,172.28800048828126,171.51149978637696,1.769517875376471,171.51149978637696,176.46419982910157,,171.51149978637696,177.56169693849156,165.46130263426235,49.461660585549595
2024-04-17,169.61000061035156,170.64999389648438,168.0,168.0,167.57847595214844,50901200,-0.8147389556206863,172.33200073242188,171.1074996948242,1.740989600445212,171.1074996948242,176.07059997558594,,171.1074996948242,176.9487018933703,165.26629749627813,40.66127519069466
2024-04-18,168.02999877929688,168.63999938964844,166.5500030517578,167.0399932861328,166.62086486816406,43122900,-0.5714325677780852,170.73200073242188,170.5259994506836,1.695887329471257,170.5259994506836,175.62539978027343,,170.5259994506836,175.43911143212506,165.61288746924214,41.94484246240115
2024-04-19,166.2100067138672,166.39999389648438,164.0800018310547,165.0,164.58599853515625,67772100,-1.2212603975853775,168.4220001220703,170.2074996948242,1.4668127916882483,170.2074996948242,175.13719970703124,,170.2074996948242,175.6838445905332,164.73115479911522,41.06571959163894
2024-04-22,165.52000427246094,167.25999450683594,164.77000427246094,165.83999633789062,165.4238739013672,48116400,0.5090886896306879,167.0519989013672,169.8854995727539,1.4662621310466366,169.8854995727539,174.68759948730468,,169.8854995727539,175.60085893936224,164.17014020614556,44.60431417750699
2024-04-23,165.35000610351562,167.0500030517578,164.9199981689453,166.89999389648438,166.48121643066406,49537800,0.6391688265803275,166.55599670410157,169.68799896240233,1.468794212760861,169.68799896240233,174.24859924316405,,169.68799896240233,175.53451248484305,163.84148543996162,45.09803708240946
2024-04-24,166.5399932861328,169.3000030517578,166.2100067138672,169.02000427246094,168.59591674804688,48251800,1.2702279529689164,166.75999755859374,169.65349884033202,1.4935655911306551,169.65349884033202,173.88599945068358,,169.65349884033202,175.50760399725706,163.79939368340698,50.34082629378514
2024-04-25,169.52999877929688,170.61000061035156,168.14999389648438,169.88999938964844,169.46372985839844,50558300,0.5147290824730311,167.3299987792969,169.48249893188478,1.413997980924672,169.48249893188478,173.58299957275392,,169.48249893188478,175.08111209482163,163.88388576894792,50.52631142631536
2024-04-26,169.8800048828125,171.33999633789062,169.17999267578125,169.3000030517578,168.87521362304688,44838400,-0.3472813820767917,168.18999938964845,169.3734992980957,1.397305970095089,169.3734992980957,173.28599975585936,,169.3734992980957,174.8926892138311,163.85430938236033,51.47008992708928
2024-04-29,173.3699951171875,176.02999877929688,173.10000610351562,173.5,173.06466674804688,68169400,2.4808014604454476,169.7220001220703,169.5469993591309,1.4929200144685957,169.54699935913087,173.07879974365235,,169.54699935913087,175.36325413796908,163.73074458029265,56.00502023260921
2024-04-30,173.3300018310547,174.99000549316406,170.0,170.3300018310547,169.90261840820312,65934800,-1.8270882818128609,170.4080017089844,169.62149963378906,1.5455154031633334,169.62149963378906,172.83919982910157,,169.62149963378906,175.43779483966884,163.80520442790927,53.843839602839054
2024-05-01,169.5800018310547,172.7100067138672,169.11000061035156,169.3000030517578,168.87521362304688,50383100,-0.6047077838456816,170.46400146484376,169.6040000915527,1.54885579013072,169.60400009155273,172.59399993896486,,169.60400009155273,175.42204010478378,163.7859600783217,39.34671545249612
2024-05-02,172.50999450683594,173.4199981689453,170.88999938964844,173.02999877929688,172.59585571289062,94214900,2.203187040935095,171.09200134277344,169.81449966430665,1.6194088240132014,169.81449966430665,172.4081997680664,,169.81449966430665,175.8148886258306,163.8141107027827,43.96432497884647
2024-05-03,186.6499938964844,187.0,182.66000366210935,183.3800048828125,182.9198760986328,163224100,5.981625253732603,173.9080017089844,170.50449981689454,2.0821886756327985,170.50449981689454,172.3883999633789,,170.50449981689454,179.03269589829765,161.97630373549143,64.99299336831086
2024-05-06,182.3500061035156,184.1999969482422,180.4199981689453,181.7100067138672,181.2540740966797,78569700,-0.9106762593950825,175.5500030517578,171.1675003051758,2.089552894932692,171.1675003051758,172.37220001220703,,171.1675003051758,180.9871274794165,161.34787313093508,68.12702708401847
2024-05-07,183.4499969482422,184.8999938964844,181.32000732421875,182.3999938964844,181.9423370361328,77305800,0.3797188691450071,177.96400146484376,171.80400009155272,2.088158158600327,171.80400009155272,172.39699981689452,,171.80400009155272,182.795316087803,160.81268409530244,71.60864933977759
2024-05-08,182.8500061035156,183.07000732421875,181.4499969482422,182.7400054931641,182.281494140625,45057100,0.1864098728384,180.652001953125,172.5520004272461,2.059148586737642,172.5520004272461,172.39919982910158,,172.5520004272461,184.39355453358897,160.71044632090323,74.00614831551276
2024-05-09,182.55999755859375,184.66000366210935,182.11000061035156,184.57000732421875,184.10690307617188,48983000,1.0014237583697128,182.9600036621094,173.02850112915038,1.8533872447844633,173.02850112915038,172.46220001220703,,173.02850112915038,186.00424968506786,160.0527525732329,80.11697938818295
2024-05-10,184.8999938964844,185.08999633789065,182.1300048828125,183.0500030517578,182.83836364746097,50759500,-0.8235380680192916,182.89400329589844,173.3535011291504,1.863878633721289,173.3535011291504,172.5082000732422,,173.3535011291504,187.00845793325462,159.69854432504619,75.94212792266549
2024-05-13,185.44000244140625,187.1000061035156,184.6199951171875,186.27999877929688,186.06463623046875,72044800,1.7645428427694565,183.80800170898436,174.03300094604492,1.8064528389338672,174.03300094604492,172.64059997558593,,174.03300094604492,188.8518685513839,159.21413334070596,77.41936458837966
2024-05-14,187.5099945068359,188.3000030517578,186.2899932861328,187.42999267578125,187.2133026123047,52393600,0.6173469529849429,184.81400146484376,174.93550033569335,1.722728784007144,174.93550033569335,172.88719970703124,,174.93550033569335,190.72779284833206,159.14320782305464,76.78207621762944
2024-05-15,187.91000366210935,190.6499938964844,187.3699951171875,189.72000122070312,189.5006561279297,70400000,1.2217940748059153,186.21000061035156,176.02150039672853,1.6996299641814008,176.02150039672853,173.27919982910157,,176.02150039672853,192.7642962846297,159.27870450882736,77.70327682450002
2024-05-16,190.47000122070312,191.1000061035156,189.66000366210935,189.83999633789065,189.6205139160156,52845200,0.0632485327932919,187.26399841308591,177.1615005493164,1.6819842743322857,177.1615005493164,173.69359985351562,,177.1615005493164,194.4261106570901,159.8968904415427,79.07700722027745
2024-05-17,189.5099945068359,190.80999755859375,189.17999267578125,189.8699951171875,189.6504821777344,41282900,0.0158021385775031,188.62799682617188,178.40500030517578,1.6313412110556502,178.40500030517578,174.11099975585938,,178.40500030517578,195.56367174213972,161.24632886821183,76.27608077803674
2024-05-20,189.3300018310547,191.9199981689453,189.0099945068359,191.0399932861328,190.81912231445312,44361300,0.6162101432736655,189.57999572753903,179.66500015258788,1.6307991463876197,179.66500015258788,174.51719970703124,,179.66500015258788,196.63870586502728,162.69129444014848,85.52314887032591
2024-05-21,191.08999633789065,192.72999572753903,190.9199981689453,192.3500061035156,192.12762451171875,42309400,0.6857270013722605,190.56399841308593,180.93750076293944,1.6307076909599036,180.93750076293946,174.90919982910157,,180.93750076293946,197.69638272444948,164.17861880142945,89.16071498010342
2024-05-22,192.27000427246097,192.82000732421875,190.27000427246097,190.8999938964844,190.6792907714844,34648500,-0.7538404788252739,190.79999694824215,182.03150024414063,1.657640559418643,182.03150024414063,175.26259979248047,,182.03150024414063,198.36598711531803,165.69701337296323,82.90972200366002
2024-05-23,190.97999572753903,191.0,186.6300048828125,186.8800048828125,186.6639404296875,51005900,-2.105808874908477,190.20799865722657,182.88100051879883,1.7666562348046375,182.88100051879883,175.57759979248047,,182.88100051879883,198.29823203548594,167.46376900211172,58.40537648593585
2024-05-24,188.82000732421875,190.5800018310547,188.0399932861328,189.97999572753903,189.7603454589844,36294600,1.658813550797178,190.2299987792969,183.91500015258788,1.7734187652271975,183.91500015258788,175.91719970703124,,183.91500015258788,198.23172954391478,169.59827076126098,68.58424497454354
2024-05-28,191.5099945068359,193.0,189.1000061035156,189.9900054931641,189.77035522460935,52280100,0.0052688524319277,190.0200012207031,184.7395004272461,1.7202854515394967,184.7395004272461,176.2645999145508,,184.7395004272461,198.41574925780282,171.06325159668938,67.59388885076754
2024-05-29,189.61000061035156,192.25,189.5099945068359,190.2899932861328,190.0699920654297,53068000,0.1578966178720886,189.60799865722657,185.7375,1.6360561642484377,185.7375,176.59599975585937,,185.7375,197.80479571672973,173.6702042832703,67.53364658856549
2024-05-30,190.7599945068359,192.17999267578125,190.6300048828125,191.2899932861328,191.06883239746097,49947900,0.5255137081729533,189.68599853515624,186.83699951171872,1.612770695360938,186.83699951171874,176.90019958496094,,186.83699951171874,196.33108759286804,177.34291143056944,66.23185254257908
2024-05-31,191.44000244140625,192.57000732421875,189.91000366210935,192.25,192.02772521972656,75158300,0.5018593484036549,190.75999755859377,187.7979995727539,1.569407068545967,187.7979995727539,177.17179962158204,,187.7979995727539,195.0287962538337,180.5672028916741,72.84011228165883
2024-06-03,192.8999938964844,194.9900054931641,192.52000427246097,194.02999877929688,193.8056640625,50080500,0.9258771283728872,191.56999816894532,188.33049926757812,0.9191508715589268,188.33049926757812,177.62499969482423,,188.33049926757812,195.7573214481688,180.90367708698744,70.73300959776897
2024-06-04,194.63999938964844,195.32000732421875,193.02999877929688,194.3500061035156,194.12530517578125,47471400,0.1649267258836184,192.44199829101564,188.96249923706057,0.8758528185179216,188.96249923706054,178.0663998413086,,188.96249923706054,196.16504379108972,181.75995468303137,69.37292071417222
2024-06-05,195.3999938964844,196.8999938964844,194.8699951171875,195.8699951171875,195.64353942871097,54156800,0.7820884826020169,193.55799865722656,189.6359992980957,0.8814057169867958,189.6359992980957,178.56679962158202,,189.6359992980957,196.77358040974138,182.49841818645,67.99296434853267
2024-06-06,195.69000244140625,196.5,194.1699981689453,194.47999572753903,194.2551422119141,41181800,-0.7096540686677644,194.1959991455078,190.22299880981444,0.9129351318042774,190.22299880981444,179.06219940185548,,190.22299880981444,196.88802547159904,183.55797214802985,62.636163495093555
2024-06-07,194.6499938964844,196.94000244140625,194.13999938964844,196.88999938964844,196.6623687744141,53103900,1.239203884745943,195.1239990234375,190.83899841308593,0.923817602681283,190.83899841308593,179.53379943847656,,190.83899841308593,197.581022639519,184.09697418665286,66.92382452544369
2024-06-10,196.8999938964844,197.3000030517578,192.1499938964844,193.1199951171875,192.8967132568359,97262100,-1.9147769232301328,194.94199829101564,191.3424980163574,1.022357315075458,191.3424980163574,179.96659942626954,,191.3424980163574,197.06180954829702,185.6231864844178,54.455871460129416
