Date,Open,High,Low,Close,Adj Close,Volume,Returns,MA5,MA20,Volatility,Is_Anomaly
2024-01-02,373.8599853515625,375.8999938964844,366.7699890136719,370.8699951171875,368.8540954589844,25258600,-0.0727988290307957,370.3700012207031,389.0434997558594,1.0424183787796395,-1
2024-01-03,369.010009765625,373.260009765625,368.510009765625,370.6000061035156,368.5855712890625,23083500,-0.0727988290307957,370.3700012207031,389.0434997558594,1.0424183787796395,1
2024-01-04,370.6700134277344,373.1000061035156,367.1700134277344,367.94000244140625,365.94000244140625,20901500,-0.7177559682409629,370.3700012207031,389.0434997558594,1.0424183787796395,1
2024-01-05,368.9700012207031,372.05999755859375,366.5,367.75,365.75103759765625,20987000,-0.0516395173521533,370.3700012207031,389.0434997558594,1.0424183787796395,1
2024-01-08,369.2999877929687,375.2000122070313,369.010009765625,374.69000244140625,372.6533508300781,23134000,1.8871522614293037,370.3700012207031,389.0434997558594,1.0424183787796395,-1
2024-01-09,372.010009765625,375.989990234375,371.19000244140625,375.7900085449219,373.7473449707031,20830000,0.2935776498834253,371.35400390625,389.0434997558594,1.0424183787796395,1
2024-01-10,376.3699951171875,384.1700134277344,376.3200073242187,382.7699890136719,380.68939208984375,25514200,1.8574151281394835,373.7880004882812,389.0434997558594,1.0424183787796395,-1
2024-01-11,386.0,390.6799926757813,380.3800048828125,384.6300048828125,382.5393371582031,27850800,0.48593565914965,377.1260009765625,389.0434997558594,1.0424183787796395,-1
2024-01-12,385.489990234375,388.6799926757813,384.6499938964844,388.4700012207031,386.3584289550781,21645700,0.998361097455347,381.27000122070314,389.0434997558594,1.0424183787796395,1
2024-01-16,393.6600036621094,394.0299987792969,387.6199951171875,390.2699890136719,388.1486511230469,27202300,0.4633530999337276,384.38599853515626,389.0434997558594,1.0424183787796395,1
2024-01-17,387.9800109863281,390.1099853515625,384.80999755859375,389.4700012207031,387.3529968261719,22234100,-0.2049831694695636,387.1219970703125,389.0434997558594,1.0424183787796395,1
2024-01-18,391.7200012207031,393.989990234375,390.1199951171875,393.8699951171875,391.72906494140625,23392100,1.129738845788797,389.3419982910156,389.0434997558594,1.0424183787796395,1
2024-01-19,395.760009765625,398.6700134277344,393.5,398.6700134277344,396.50299072265625,29272000,1.2186808769524935,392.15,389.0434997558594,1.0424183787796395,1
2024-01-22,400.0199890136719,400.6199951171875,393.5899963378906,396.510009765625,394.3547668457031,27016900,-0.541802390287105,393.7580017089843,389.0434997558594,1.0424183787796395,1
2024-01-23,395.75,399.3800048828125,393.9299926757813,398.8999938964844,396.7317504882813,20525900,0.6027550558615369,395.4840026855469,389.0434997558594,1.0424183787796395,1
2024-01-24,401.5400085449219,405.6300048828125,400.4500122070313,402.55999755859375,400.3718566894531,24867000,0.9175241208600138,398.102001953125,389.0434997558594,1.0424183787796395,1
2024-01-25,404.3200073242187,407.010009765625,402.5299987792969,404.8699951171875,402.6692810058594,21021200,0.5738269009845087,400.302001953125,389.0434997558594,1.0424183787796395,1
2024-01-26,404.3699951171875,406.1700134277344,402.4299926757813,403.9299926757813,401.734375,17803300,-0.2321738960018748,401.3539978027344,389.0434997558594,1.0424183787796395,1
2024-01-29,406.05999755859375,409.9800109863281,404.3299865722656,409.7200012207031,407.4928894042969,24510200,1.433418822545618,403.99599609375,389.0434997558594,1.0424183787796395,-1
2024-01-30,412.260009765625,413.0499877929687,406.4500122070313,408.5899963378906,406.36907958984375,33477600,-0.2757992969456779,405.9339965820312,389.0434997558594,1.0424183787796395,-1
2024-01-31,406.9599914550781,415.3200073242187,397.2099914550781,397.5799865722656,395.4189147949219,47871100,-2.6946351756786724,404.9379943847656,390.3789993286133,1.0424183787796395,-1
2024-02-01,401.8299865722656,408.0,401.7999877929687,403.7799987792969,401.585205078125,30657700,1.559437702205435,404.7199951171875,392.0379989624024,1.070794245442647,1
2024-02-02,403.80999755859375,412.6499938964844,403.55999755859375,411.2200012207031,408.9847717285156,28245000,1.8425881578826964,406.17799682617186,394.2019989013672,1.0787293851725206,1
2024-02-05,409.8999938964844,411.1600036621094,403.989990234375,405.6499938964844,403.4450378417969,25352300,-1.354507880862854,405.36399536132814,396.0969985961914,1.154488312617987,1
2024-02-06,405.8800048828125,407.9700012207031,402.9100036621094,405.489990234375,403.285888671875,18382600,-0.0394437728378771,404.743994140625,397.63699798583986,1.1120750855102797,1
2024-02-07,407.44000244140625,414.2999877929687,407.3999938964844,414.0499877929687,411.7994079589844,22340500,2.111025614626394,408.0379943847656,399.5499969482422,1.1752399486473906,1
2024-02-08,414.0499877929687,415.55999755859375,412.5299987792969,414.1099853515625,411.8590393066406,21225300,0.0144904142887813,410.10399169921874,401.1169967651367,1.134121569282364,1
2024-02-09,415.25,420.8200073242187,415.0899963378906,420.5499877929687,418.2640380859375,22032800,1.555142998046488,411.96998901367186,402.91299591064455,1.163193882093568,1
2024-02-12,420.55999755859375,420.739990234375,414.75,415.260009765625,413.0028076171875,21202900,-1.2578714019480297,413.8919921875,404.25249633789065,1.2158243528907036,1
2024-02-13,404.94000244140625,410.0700073242187,403.3900146484375,406.3200073242187,404.1114196777344,27824900,-2.1528686199405733,414.0579956054688,405.054997253418,1.336703096533571,1
2024-02-14,408.0700073242187,409.8399963378906,404.5700073242187,409.489990234375,408.0173034667969,20401200,0.7801690423840935,413.14599609375,406.0559967041016,1.338747175836205,1
2024-02-15,408.1400146484375,409.1300048828125,404.2900085449219,406.55999755859375,405.0978393554687,21825500,-0.7155224170691588,411.63599853515626,406.69049682617185,1.3392001452134337,1
2024-02-16,407.9599914550781,408.2900085449219,403.44000244140625,404.05999755859375,402.6068420410156,22281100,-0.6149153913352468,408.3380004882813,406.95999603271486,1.326129150885336,1
2024-02-20,403.239990234375,404.489990234375,398.010009765625,402.7900085449219,401.3414001464844,24307900,-0.3143070388915925,405.8440002441406,407.2739959716797,1.3215228949176685,1
2024-02-21,400.1700134277344,402.2900085449219,397.2200012207031,402.1799926757813,400.7335815429687,18631100,-0.1514476169218404,405.0159973144531,407.4379959106446,1.3167807579172015,1
2024-02-22,410.19000244140625,412.8299865722656,408.5700073242187,411.6499938964844,410.1695251464844,27009900,2.354667410901601,405.447998046875,407.8924957275391,1.4030460288307665,1
2024-02-23,415.6700134277344,415.8599853515625,408.9700012207031,410.3399963378906,408.8642578125,16295900,-0.3182309189887045,406.2039978027344,408.1659957885742,1.4020740644015768,1
2024-02-26,411.4599914550781,412.1600036621094,407.3599853515625,407.5400085449219,406.0743408203125,16193500,-0.6823580001845908,406.9,408.3464965820313,1.4108757881458491,1
2024-02-27,407.989990234375,408.3200073242187,403.8500061035156,407.4800109863281,406.0145263671875,14835800,-0.0147218818608685,407.8380004882813,408.2344970703125,1.3730061150515522,1
2024-02-28,408.1799926757813,409.2999877929687,405.3200073242187,407.7200012207031,406.253662109375,13183100,0.058896198072178,408.9460021972656,408.1909973144531,1.3717435387235757,1
2024-02-29,408.6400146484375,414.2000122070313,405.9200134277344,413.6400146484375,412.15240478515625,31947300,1.4519801358800155,409.34400634765626,408.9939987182617,1.251392121951882,-1
2024-03-01,411.2699890136719,415.8699951171875,410.8800048828125,415.5,414.0056762695313,17800300,0.4496628192858232,410.3760070800781,409.5799987792969,1.2121923426267796,1
2024-03-04,413.44000244140625,417.3500061035156,412.3200073242187,414.9200134277344,413.42779541015625,17596000,-0.1395876226872761,411.8520080566406,409.7649993896485,1.14574342115647,1
2024-03-05,413.9599914550781,414.25,400.6400146484375,402.6499938964844,401.2018737792969,26919200,-2.957201179544222,410.88600463867186,409.61499938964846,1.2954833033799458,-1
2024-03-06,402.9700012207031,405.1600036621094,398.3900146484375,402.0899963378906,400.6438903808594,22344100,-0.139078000020465,409.7600036621094,409.4449996948242,1.295716632015099,1
2024-03-07,406.1199951171875,409.7799987792969,402.239990234375,409.1400146484375,407.6686096191406,18718500,1.7533433745569926,408.86000366210936,409.19950103759766,1.2666935949380609,1
2024-03-08,407.9599914550781,410.4200134277344,404.3299865722656,406.2200012207031,404.7590637207031,17971700,-0.7136953911104138,407.00400390625,408.8050018310547,1.2751195059986242,1
2024-03-11,403.760009765625,405.6799926757813,401.260009765625,404.5199890136719,403.0651550292969,16120800,-0.4184954462908452,404.9239990234375,408.00350189208984,1.2162419139030605,1
2024-03-12,407.6199951171875,415.5700073242187,406.7900085449219,415.2799987792969,413.7864685058594,22457000,2.659945134444608,407.45,408.00450134277344,1.3435446041848558,1
2024-03-13,418.1000061035156,418.1799926757813,411.4500122070313,415.1000061035156,413.6071472167969,17115900,-0.0433424861082443,410.052001953125,408.4435012817383,1.2440274804184517,1
2024-03-14,420.239990234375,427.8200073242187,417.989990234375,425.2200012207031,423.6907348632813,34157300,2.4379655428537372,413.26799926757815,409.23000183105466,1.342094754033642,-1
2024-03-15,419.2900085449219,422.6000061035156,412.7900085449219,416.4200134277344,414.9223937988281,45049800,-2.0695140792310163,415.3080017089843,409.7230026245117,1.4223100951995191,1
2024-03-18,414.25,420.7300109863281,413.7799987792969,417.3200073242187,415.8191528320313,20106000,0.2161264750644598,417.8680053710938,410.386003112793,1.4115167015607004,1
2024-03-19,417.8299865722656,421.6700134277344,415.5499877929687,421.4100036621094,419.8944396972656,19837900,0.9800623660761064,419.09400634765626,411.3170028686524,1.4177524714455365,1
2024-03-20,422.0,425.9599914550781,420.6600036621094,425.2300109863281,423.7007141113281,17860100,0.9064823547192402,421.1200073242187,412.46950378417966,1.422274325677786,1
2024-03-21,429.8299865722656,430.8200073242187,427.1600036621094,429.3699951171875,427.8258056640625,21296200,0.973587005596488,421.9500061035157,413.35550384521486,1.3482883813520248,1
2024-03-22,429.7000122070313,429.8599853515625,426.0700073242187,428.739990234375,427.1980590820313,17636500,-0.1467277383089049,424.41400146484375,414.27550354003904,1.3452296976853897,1
2024-03-25,425.239990234375,427.4100036621094,421.6099853515625,422.8599853515625,421.3392028808594,18060500,-1.371461728960277,425.5219970703125,415.041502380371,1.3781992108373244,1
2024-03-26,425.6099853515625,425.989990234375,421.3500061035156,421.6499938964844,420.133544921875,16725600,-0.2861447043924325,425.5699951171875,415.750001525879,1.3816916043770722,1
2024-03-27,424.44000244140625,424.4500122070313,419.010009765625,421.4299926757813,419.9143371582031,16705000,-0.0521762655965041,424.80999145507815,416.4355010986328,1.3824276143477874,1
2024-03-28,420.9599914550781,421.8699951171875,419.1199951171875,420.7200012207031,419.2069091796875,21871200,-0.1684719804991186,423.0799926757812,416.7895004272461,1.3507439963152288,1
2024-04-01,423.9500122070313,427.8900146484375,422.2200012207031,424.5700073242187,423.0430908203125,16316000,0.9150993754385216,422.24599609375,417.24300079345704,1.3611713230815274,1
2024-04-02,420.1099853515625,422.3800048828125,417.8399963378906,421.44000244140625,419.9243469238281,17912000,-0.7372176151911325,421.9619995117188,417.5690002441406,1.3735998836960528,1
2024-04-03,419.7300109863281,423.260009765625,419.0899963378906,420.4500122070313,418.9378967285156,16502300,-0.2349065652619386,421.7220031738281,418.459001159668,1.176858527303722,1
2024-04-04,424.989990234375,428.6700134277344,417.5700073242187,417.8800048828125,416.3771362304687,19370900,-0.611251575598315,421.0120056152344,419.2485015869141,1.1891774431326825,1
2024-04-05,420.010009765625,426.510009765625,418.3200073242187,425.5199890136719,423.9896545410156,16544300,1.8282722412147567,421.9720031738281,420.06750030517577,1.1944369262975827,1
2024-04-08,425.1700134277344,427.2799987792969,423.2999877929687,424.5899963378906,423.06298828125,14272400,-0.2185544039745135,421.9760009765625,420.9860000610352,1.1794696969836356,1
2024-04-09,426.44000244140625,427.739990234375,421.6199951171875,426.2799987792969,424.7469177246094,12512300,0.3980316201471101,422.9440002441406,422.0740005493164,1.170009092349958,1
2024-04-10,422.19000244140625,424.0299987792969,419.7000122070313,423.260009765625,421.73779296875,16216600,-0.7084519616965324,423.50599975585936,422.4730010986328,1.043263585645351,1
2024-04-11,425.8200073242187,429.3699951171875,422.3599853515625,427.9299926757813,426.3909912109375,17966400,1.103336673063504,425.5159973144531,423.11450042724607,1.0662063544130589,1
2024-04-12,424.0499877929687,425.1799926757813,419.7699890136719,421.8999938964844,420.3826904296875,19232100,-1.409108705279638,424.7919982910156,422.94850006103513,0.9764176222261192,1
2024-04-15,426.6000061035156,426.8200073242187,413.4299926757813,413.6400146484375,412.15240478515625,20273500,-1.9578050171940808,422.602001953125,422.8095001220703,0.9644105213429662,1
