Date,Open,High,Low,Close,Adj Close,Volume,Returns,MA5,MA20,Volatility,Symbol
2020-01-02,74.05999755859375,75.1500015258789,73.79750061035156,75.0875015258789,72.87611389160156,1.0908757174288306,-0.007590942139718337,74.95800018310547,78.00912513732911,0.057410572430272463,AAPL
2020-01-03,74.2874984741211,75.1449966430664,74.125,74.35749816894531,72.16759490966797,1.2715845378888047,-0.00972203551987938,74.95800018310547,78.00912513732911,0.057410572430272463,AAPL
2020-01-06,73.44750213623047,74.98999786376953,73.1875,74.94999694824219,72.74266052246094,0.8059856552759465,0.007968245219206693,74.95800018310547,78.00912513732911,0.057410572430272463,AAPL
2020-01-07,74.95999908447266,75.2249984741211,74.37000274658203,74.59750366210938,72.4005355834961,0.6473970984581989,-0.0047030460371630944,74.95800018310547,78.00912513732911,0.057410572430272463,AAPL
2020-01-08,74.29000091552734,76.11000061035156,74.29000091552734,75.79750061035156,73.565185546875,1.0341883751292968,0.016086288271489613,74.95800018310547,78.00912513732911,0.057410572430272463,AAPL
2020-01-09,76.80999755859375,77.60749816894531,76.55000305175781,77.40750122070312,75.12779998779297,1.6680159294564245,0.021240813976545425,75.42200012207032,78.00912513732911,0.057410572430272463,AAPL
2020-01-10,77.6500015258789,78.1675033569336,77.0625,77.5824966430664,75.29762268066406,1.176950076646669,0.0022607036734636488,76.06699981689454,78.00912513732911,0.057410572430272463,AAPL
2020-01-13,77.91000366210938,79.26750183105469,77.7874984741211,79.23999786376953,76.90631866455078,0.8583996133094562,0.02136437073337283,76.925,78.00912513732911,0.057410572430272463,AAPL
2020-01-14,79.17500305175781,79.39250183105469,78.0425033569336,78.16999816894531,75.86782836914062,1.532114309701515,-0.013503277683875936,77.63949890136719,78.00912513732911,0.057410572430272463,AAPL
2020-01-15,77.9625015258789,78.875,77.38749694824219,77.83499908447266,75.54268646240234,0.8649263577656768,-0.004285519922216707,78.0469985961914,78.00912513732911,0.057410572430272463,AAPL
2020-01-16,78.39749908447266,78.92500305175781,78.02249908447266,78.80999755859375,76.4889907836914,0.6466837566228408,0.012526478905240834,78.32749786376954,78.00912513732911,0.057410572430272463,AAPL
2020-01-17,79.06749725341797,79.68499755859375,78.75,79.68250274658203,77.3357925415039,1.1298095147979093,0.011070996257037002,78.74749908447265,78.00912513732911,0.057410572430272463,AAPL
2020-01-21,79.29750061035156,79.75499725341797,79.0,79.14250183105469,76.81168365478516,0.6802508233614216,-0.006776907061324833,78.72799987792969,78.00912513732911,0.057410572430272463,AAPL
2020-01-22,79.6449966430664,79.99749755859375,79.32749938964844,79.42500305175781,77.08587646484375,0.5300690334071001,0.003569526034268966,78.97900085449218,78.00912513732911,0.057410572430272463,AAPL
2020-01-23,79.4800033569336,79.88999938964844,78.9124984741211,79.80750274658203,77.45709228515625,0.5740628910849341,0.004815859995308536,79.37350158691406,78.00912513732911,0.057410572430272463,AAPL
2020-01-24,80.0625,80.8324966430664,79.37999725341797,79.57749938964844,77.23387908935547,1.2751645805578449,-0.002881976618964499,79.527001953125,78.00912513732911,0.057410572430272463,AAPL
2020-01-27,77.51499938964844,77.94249725341797,76.22000122070312,77.23750305175781,74.96278381347656,1.5318743068410208,-0.029405250929448234,79.03800201416016,78.00912513732911,0.057410572430272463,AAPL
2020-01-28,78.1500015258789,79.5999984741211,78.04750061035156,79.42250061035156,77.08343505859375,1.5367743652427799,0.02828933448469395,79.09400177001953,78.00912513732911,0.057410572430272463,AAPL
2020-01-29,81.11250305175781,81.9625015258789,80.34500122070312,81.08499908447266,78.69698333740234,2.436705091142986,0.020932336067801982,79.4260009765625,78.00912513732911,0.057410572430272463,AAPL
2020-01-30,80.13500213623047,81.02249908447266,79.6875,80.96749877929688,78.58294677734375,0.9452539818239012,-0.0014491004070108504,79.65800018310547,78.00912513732911,0.057410572430272463,AAPL
2020-01-31,80.23249816894531,80.66999816894531,77.07250213623047,77.37750244140625,75.09866333007812,2.159355118857299,-0.04433873334381144,79.21800079345704,78.12362518310547,0.017679103753889678,AAPL
2020-02-03,76.07499694824219,78.37249755859375,75.55500030517578,77.16500091552734,74.89242553710938,1.7293499938049732,-0.0027462960056099384,79.20350036621093,78.26400032043458,0.01751088898825087,AAPL
2020-02-04,78.82749938964844,79.91000366210938,78.40750122070312,79.7125015258789,77.36489868164062,1.1098092764233825,0.03301367951955725,79.26150054931641,78.5021255493164,0.01880757243220139,AAPL
2020-02-05,80.87999725341797,81.19000244140625,79.73750305175781,80.36250305175781,77.99575805664062,0.8133124092671481,0.008154323518098083,79.11700134277343,78.79037551879883,0.018740897392598495,AAPL
2020-02-06,80.64250183105469,81.30500030517578,80.06500244140625,81.30249786376953,78.90806579589844,0.5899564138465581,0.011696932976394514,79.18400115966797,79.06562538146973,0.018615923176650548,AAPL
2020-02-07,80.59249877929688,80.8499984741211,79.5,80.00749969482422,77.83550262451172,0.7942655155884738,-0.015928147387491265,79.71000061035156,79.19562530517578,0.018625573541808885,AAPL
2020-02-10,78.54499816894531,80.38749694824219,78.4625015258789,80.38749694824219,78.20516967773438,0.6553438598390109,0.0047495204183034545,80.35449981689453,79.33587532043457,0.018636990818862945,AAPL
2020-02-11,80.9000015258789,80.9749984741211,79.67749786376953,79.90249633789062,77.73333740234375,0.40491420840543646,-0.006033284139495332,80.39249877929687,79.36900024414062,0.01813448783193617,AAPL
2020-02-12,80.36750030517578,81.80500030517578,80.36750030517578,81.80000305175781,79.579345703125,0.728371396890533,0.023747777614394394,80.67999877929688,79.55050048828124,0.01852145399519514,AAPL
2020-02-13,81.04750061035156,81.55500030517578,80.8375015258789,81.21749877929688,79.01263427734375,0.4119876260438941,-0.007121078859769314,80.66299896240234,79.71962547302246,0.01858635358178272,AAPL
2020-02-14,81.18499755859375,81.49500274658203,80.7125015258789,81.23750305175781,79.03213500976562,0.1680847190665402,0.0002463049559713326,80.90899963378907,79.84100074768067,0.018432743896905045,AAPL
2020-02-18,78.83999633789062,79.9375,78.65249633789062,79.75,77.58499145507812,1.3750591044924814,-0.018310546187148335,80.78150024414063,79.84437561035156,0.01881186547404005,AAPL
2020-02-19,80.0,81.14250183105469,80.0,80.90499877929688,78.7086410522461,0.39926080769157024,0.014482743314067292,80.98200073242188,79.93250045776367,0.018995960037707905,AAPL
2020-02-20,80.65750122070312,81.1624984741211,79.55249786376953,80.07499694824219,77.90115356445312,0.5089621151758495,-0.010258968463974338,80.63699951171876,79.96500015258789,0.01915898503499796,AAPL
2020-02-21,79.65499877929688,80.11250305175781,77.625,78.26249694824219,76.13787078857422,0.9921012068431677,-0.02263503052234317,80.0459991455078,79.8877498626709,0.01981192778461848,AAPL
2020-02-24,74.31500244140625,76.04499816894531,72.30750274658203,74.54499816894531,72.52129364013672,2.536139609595008,-0.047500385551912494,78.7074981689453,79.63612480163575,0.022402656158943244,AAPL
2020-02-25,75.23750305175781,75.63249969482422,71.53250122070312,72.0199966430664,70.06484985351562,2.677447960457165,-0.033872179058296537,77.1614974975586,79.37524948120117,0.022699840800600987,AAPL
2020-02-26,71.63249969482422,74.47000122070312,71.625,73.1624984741211,71.17632293701172,2.1337948142146534,0.015863675150069367,75.61299743652344,79.06224937438965,0.021948988587302702,AAPL
