Date,Open,High,Low,Close,Adj Close,Volume,Returns,MA5,MA20,Volatility,EMA12,EMA26,MACD,Signal_Line,RSI,Upper_Band,Lower_Band
2020-01-31,172.2100067138672,172.39999389648438,169.5800018310547,170.22999572753906,163.14840698242188,36142700,-1.4758670388782091,167.75799865722655,164.16799850463866,1.2970095747902681,166.6947518628263,164.51962951529615,2.175122347530163,1.5084166994213384,65.89201671755654,172.03864397951975,156.29735302975757
2020-02-03,170.42999267578125,174.5,170.39999389648438,174.3800048828125,167.12582397460938,30107000,2.43788360420083,170.1779998779297,164.95599899291992,1.3273459941772614,167.8770984812857,165.25002769066774,2.627070790617978,1.7321475176606664,68.38965800721783,173.6051166625356,156.30688132330422
2020-02-04,177.13999938964844,180.63999938964844,176.30999755859375,180.1199951171875,172.62698364257812,36433300,3.291656195463699,173.10999755859376,166.01049880981446,1.466337453035943,169.76062104065522,166.35150675929884,3.4091142813563806,2.0675408703998093,75.86997430100128,176.5528871924285,155.46811042720043
2020-02-05,184.02999877929688,184.1999969482422,178.41000366210938,179.89999389648438,172.41615295410156,39186300,-0.1221414760532169,175.48199768066405,167.12649841308593,1.4327513784360872,171.32052455693665,167.35509839909037,3.965426157846281,2.4471179278891038,74.63168088391193,178.5960000129639,155.65699681320794
2020-02-06,180.97000122070312,183.82000732421875,180.05999755859375,183.6300048828125,175.990966796875,27751400,2.07338027397288,177.6519989013672,168.30349884033203,1.4528556248366484,173.21429076091755,168.56064702751422,4.653643733403328,2.888423088991949,75.17299214930013,181.44248648248393,155.16451119818012
2020-02-07,182.8500061035156,185.6300048828125,182.47999572753903,183.88999938964844,176.2401580810547,33529100,0.14158606977212607,180.38399963378907,169.39349899291992,1.4518565051103036,174.85670747302999,169.69615460989453,5.16055286313545,3.342849043820649,74.68388846241679,183.90720294623398,154.87979503960585
2020-02-10,183.5800018310547,188.83999633789065,183.25,188.6999969482422,180.85006713867188,35844300,2.6156928460267848,183.247998046875,170.7614990234375,1.4911286721496362,176.98644431537033,171.1038466349573,5.882597680413028,3.850798771139125,79.04236967055482,187.11952997060604,154.40346807626895
2020-02-11,190.6499938964844,190.6999969482422,183.5,184.44000244140625,176.7672882080078,53159900,-2.2575487947699258,184.11199951171875,171.81949920654296,1.6353274722605835,178.13314556552973,172.0917100280276,6.041435537502139,4.288926124411728,72.48080845207888,188.8629168915322,154.77608152155372
2020-02-12,185.5800018310547,185.8500061035156,181.8500061035156,184.7100067138672,177.02606201171875,47062900,0.1463913841286857,185.07400207519532,172.9484992980957,1.609830335415076,179.14497035758163,173.0263986714231,6.118571686158532,4.654855236761089,71.97654777140825,190.27846707369685,155.61853152249455
2020-02-13,183.0800018310547,186.22999572753903,182.8699951171875,183.7100067138672,176.06765747070312,35295800,-0.5413891850207575,185.09000244140626,173.975,1.6323543486059298,179.84728364316402,173.81777704493746,6.029506598226561,4.9297855090541844,73.19256326426631,191.30078981962305,156.64921018037694
2020-02-14,183.25,185.41000366210935,182.6499938964844,185.3500061035156,177.63941955566406,23149500,0.8927109736611927,185.3820037841797,174.93400039672852,1.6085759888135174,180.69385632937195,174.67201623446178,6.021840094910175,5.1481964262253825,79.47866655436073,192.56142096931833,157.3065798241387
2020-02-18,185.6100006103516,187.6999969482422,185.5,187.22999572753903,179.44122314453125,27792200,1.0142916439794813,185.08800354003907,175.94049987792968,1.6117817917893023,181.69941623678227,175.6022369376527,6.097179299129579,5.337993000806223,78.77345590922326,193.97851529963592,157.90248445622345
2020-02-19,188.05999755859372,188.17999267578125,186.47000122070312,187.27999877929688,179.97938537597656,29997500,0.026706752603145034,185.6560028076172,176.97949981689453,1.6021990285330632,182.5579673971691,176.46725633333003,6.0907110638390805,5.488536613412794,77.25213007057513,195.1215027331031,158.83749690068595
2020-02-20,186.9499969482422,187.25,181.1000061035156,184.4199981689453,177.2309112548828,36862400,-1.5271254960450786,185.5980010986328,177.91549987792968,1.6556160348372697,182.84443366975006,177.0563483211534,5.788085348596667,5.548446360449569,67.41472176450418,195.53122365608013,160.29977609977922
2020-02-21,183.1699981689453,183.5,177.25,178.58999633789062,171.62814331054688,48572600,-3.1612633602316143,184.5739990234375,178.50899963378907,1.8514991967358807,182.189904849464,177.16995187794873,5.019952971515266,5.442747682662709,61.389647555205016,195.31790144938347,161.70009781819468
2020-02-24,167.77000427246094,174.5500030517578,163.22999572753906,170.88999938964844,164.22833251953125,68311100,-4.311549978238349,181.68199768066407,178.80149993896484,2.109437471363611,180.45145785564623,176.7047702121487,3.7466876434975234,5.103535674829672,45.66458780592936,194.80797895825634,162.79502091967333
2020-02-25,174.1999969482422,174.83999633789062,167.64999389648438,168.07000732421875,161.5182647705078,68073300,-1.6501796919080047,177.85,179.09100036621095,2.1084112697848427,178.5466193123497,176.06515814637612,2.4814611659735704,4.5791207730584516,33.86017663086797,194.01194102761394,164.17005970480795
2020-02-26,169.7100067138672,173.25999450683594,168.2100067138672,170.1699981689453,163.53640747070312,56206100,1.2494738818423112,174.4279998779297,179.32649993896484,2.082986891656824,177.25790836721055,175.62847962952938,1.6294287376811667,3.9891823659829946,37.59244882114984,193.4700111893641,165.1829886885656
2020-02-27,163.32000732421875,167.02999877929688,157.97999572753906,158.17999267578125,152.0137939453125,93174900,-7.04589858504926,169.17999877929688,178.83349990844727,2.602852294475358,174.32284441468295,174.33599911443693,-0.013154699753982868,3.1887149528355994,23.193566553690914,195.153415937862,162.51358387903252
2020-02-28,152.41000366210938,163.7100067138672,152.0,162.00999450683594,155.69447326660156,97012700,2.421293468450836,165.86399841308594,178.2949996948242,2.5793200397976124,172.42855981347572,173.4229617360961,-0.9944019226203977,2.3520915777444,28.56581671029454,196.0991931080858,160.4908062815626
2020-03-02,165.30999755859375,172.9199981689453,162.30999755859375,172.7899932861328,166.0542449951172,71030800,6.653909724589258,166.2439971923828,178.4229995727539,2.990310368268902,172.48416496311526,173.376075184247,-0.8919102211317238,1.7032912179691753,36.04629937428504,196.01864686287615,160.82735228263164
2020-03-03,173.8000030517578,175.0,162.25999450683594,164.50999450683594,158.09701538085938,71677000,-4.791943457967241,165.53199462890626,177.92949905395508,3.1288182430284617,171.25736950830304,172.71932846740174,-1.4619589590986948,1.0702411825556013,33.67195369807591,196.5276730761689,159.33132503174127
2020-03-04,168.49000549316406,170.6999969482422,165.6199951171875,170.5500030517578,163.90159606933594,49814400,3.671514647501195,165.60799560546874,177.45099945068358,3.1524745327373696,171.14854389960377,172.55863769587253,-1.410093796268768,0.5741741867907274,39.401192926864695,196.3025905682267,158.59940833314047
2020-03-05,166.0500030517578,170.8699951171875,165.69000244140625,166.27000427246094,159.78843688964844,47817300,-2.5095272370050936,167.2259979248047,176.7694999694824,3.193305692109258,170.3979993415818,172.09281299784206,-1.6948136562602656,0.1203766181805288,37.55707349956301,196.2241439282514,157.3148560107134
2020-03-06,162.61000061035156,163.11000061035156,156.0,161.57000732421875,155.27166748046875,72821100,-2.826725703657562,167.13800048828125,175.66650009155273,3.186004169586573,169.03984672352593,171.313345910907,-2.273499187381077,-0.3583985429317924,33.74350291302325,195.96646607189783,155.36653411120764
2020-03-09,151.0,157.75,150.0,150.6199951171875,144.7484893798828,70419300,-6.777255499566892,162.7040008544922,174.00299987792968,3.465790956855164,166.20602339947385,169.78050511137224,-3.574481711898386,-1.0016151767251111,27.733853776601052,196.76852205893462,151.23747769692474
2020-03-10,158.16000366210938,161.02999877929688,152.5800018310547,160.9199981689453,154.64694213867188,65354400,6.838403522549608,161.98600158691406,172.61399993896484,3.8054863909791345,165.3927887486233,169.12417126378506,-3.731382515161755,-1.54756864441244,35.74518781297142,194.99046570124239,150.2375341766873
2020-03-11,157.1300048828125,157.6999969482422,151.14999389648438,153.6300048828125,147.64114379882812,56371600,-4.530197221652498,158.602001953125,171.07350006103516,3.886742836739063,163.58312969234473,167.97645523556486,-4.393325543220129,-2.116720024173978,34.11085071726073,194.24984680859808,147.89715331347224
2020-03-12,145.3000030517578,153.47000122070312,138.5800018310547,139.05999755859375,133.63914489746094,93226400,-9.483829239823704,153.16000061035157,168.79099960327147,4.32966807407267,159.8103401333061,165.83449540764107,-6.024155274334959,-2.8982070742061743,31.288461160655984,195.0934643373397,142.48853486920325
2020-03-13,147.5,161.91000366210938,140.72999572753906,158.8300018310547,152.6384735107422,92727400,14.216888119914373,152.61199951171875,167.54699935913087,5.553832026097954,159.65951885603664,165.31564403159763,-5.656125175560987,-3.4497906944771373,44.87680700602625,193.22450257422864,141.8694961440331
2020-03-16,140.0,149.35000610351562,135.0,135.4199981689453,130.1409912109375,87905900,-14.739031286425519,149.5720001220703,165.05049896240234,6.3747045582970205,155.93036182725336,163.10115174547522,-7.170789918221857,-4.193990539226081,38.19509598117616,193.0444238134263,137.05657411137838
2020-03-17,140.0,147.5,135.0,146.57000732421875,140.8563690185547,81059800,8.233650351525679,146.702001953125,163.01749954223632,6.711890500265162,154.49030728832497,161.87662252908586,-7.386315240760894,-4.832455479533044,41.99131800626694,190.12089201689872,135.91410706757392
2020-03-18,138.0,146.0,135.02000427246094,140.39999389648438,134.9268798828125,81593200,-4.209601637043015,144.05599975585938,160.6734992980957,6.744479320971589,152.32256676650334,160.2857611488932,-7.963194382389844,-5.458603260104404,43.71820502707485,187.04061157550694,134.30638702068444
2020-03-19,142.77000427246094,150.14999389648438,139.0,142.7100067138672,137.14683532714844,85922700,1.6453083460145734,144.78600158691407,158.5879997253418,6.773967529776187,150.8437113737901,158.98385341296535,-8.14014203917526,-5.994911015918575,43.107150221840904,183.61060670226266,133.56539274842095
2020-03-20,146.0,147.10000610351562,135.86000061035156,137.35000610351562,131.99578857421875,84866200,-3.755868795590722,140.49000244140626,156.52600021362304,6.784992591281098,148.7677567168248,157.38134620485795,-8.613589488033142,-6.518646710341488,36.8331213302193,181.40489530455932,131.64710512268675
2020-03-23,137.00999450683594,140.57000732421875,132.52000427246094,135.97999572753906,130.67918395996094,78975200,-0.9974592756435974,140.602001953125,154.78050003051757,6.742382173437683,146.8004088723193,155.7960609843158,-8.995652111996492,-7.01404779067249,38.82666948408902,180.30627919681592,129.25472086421922
2020-03-24,143.75,149.60000610351562,141.27000427246094,148.33999633789062,142.55738830566406,82516700,9.089572730328,140.95599975585938,153.79399948120118,7.099340292994047,147.0372684824072,155.24375989939543,-8.206491416988229,-7.252536515935638,41.712069674518425,178.67409542259205,128.91390353981032
2020-03-25,148.91000366210938,154.3300018310547,144.44000244140625,146.9199981689453,141.1927490234375,75638200,-0.9572591371182382,142.26000061035157,152.63149948120116,7.089785594756573,147.01922689572075,154.62718495639913,-7.607958060678385,-7.3236208248841885,42.6218270508533,176.43946591780542,128.8235330445969
2020-03-26,148.39999389648438,156.66000366210938,148.3699951171875,156.11000061035156,150.02447509765625,64568100,6.255106558630996,144.93999938964845,152.5279998779297,7.066521720444359,148.4178074672024,154.7370231529882,-6.319215685785792,-7.12273979706451,47.98702114773441,176.25225556605304,128.80374418980634
2020-03-27,151.75,154.88999938964844,149.1999969482422,149.6999969482422,143.86434936523438,57042300,-4.106081376624071,147.40999755859374,151.9125,7.10780045621691,148.61506738736236,154.36391010078478,-5.74884271342242,-6.847960380336092,49.649070137430314,175.236325808868,128.588674191132
