Date,Open,High,Low,Close,Adj Close,Volume,Returns,MA5,MA20,Volatility,EMA12,EMA26,MACD,Signal_Line,RSI,Upper_Band,Lower_Band
2020-01-31,73.39299774169922,73.4834976196289,71.35299682617188,71.63899993896484,71.46205139160156,43822000,-1.4763645375781675,72.25960083007813,71.97667541503907,1.1615560120510875,72.39364565204339,71.51693356425234,0.8767120877910486,1.0574007241591659,51.08241017530418,75.26629755137833,68.6870532786998
2020-02-03,73.0824966430664,74.31500244140625,72.83049774169922,74.12999725341797,73.94689178466797,71636000,3.4771525517879986,72.76829986572265,72.27937545776368,1.3527281755024896,72.66077666763948,71.71049383752386,0.9502828301156256,1.0359771453504578,59.890328829167366,75.14446909580641,69.41428181972094
2020-02-04,72.72450256347656,73.36699676513672,71.10150146484375,72.27050018310547,72.09198760986328,95880000,-2.5084272753386094,72.71739959716797,72.39837532043457,1.3978112587243479,72.60073413155732,71.75197578904842,0.8487583425089014,0.9985333847821466,53.04987878864005,75.03423191160849,69.76251872926065
2020-02-05,73.18049621582031,73.22899627685547,71.48400115966797,72.30249786376953,72.1239013671875,36376000,0.04427488474965102,72.61089935302735,72.52572517395019,1.3955098083002402,72.55485162882073,71.79275520199072,0.7620964268300128,0.9512459931917199,51.45750596742397,74.85186097445742,70.19958937344296
2020-02-06,72.5989990234375,74.0780029296875,72.52400207519531,73.79850006103516,73.61621856689453,37822000,2.069087848229456,72.82809906005859,72.70305023193359,1.4540619190667619,72.74618215685372,71.94132889525326,0.8048532616004564,0.9219674468734673,55.0817048051895,74.83170451887247,70.5743959449947
2020-02-07,73.36949920654297,74.26249694824219,73.27050018310547,73.95549774169922,73.77281951904297,28360000,0.21273830841306296,73.29139862060546,72.85135002136231,1.4420254577349978,72.93223070836841,72.09052658758259,0.8417041207858205,0.905914781655938,49.90998017352687,74.88866371233196,70.81403633039265
2020-02-10,73.86150360107422,75.44400024414062,73.76000213623047,75.43299865722656,75.2466812133789,38302000,1.9978243141405727,73.55199890136718,73.05060005187988,1.4940495019651638,73.31696423896197,72.33811711125992,0.9788471277020534,0.9205012508651611,55.187577627837165,75.28040179098944,70.82079831277032
2020-02-11,75.66349792480469,76.49400329589844,75.27249908447266,75.50299835205078,75.31649780273438,34852000,0.0927971790466664,74.19849853515625,73.22567481994629,1.4899969613477073,73.65327717943717,72.5725527587259,1.0807244207112632,0.9525458848343815,55.14883532570383,75.6500121388604,70.80133750103218
2020-02-12,75.79299926757812,76.01499938964844,75.43350219726562,75.93150329589844,75.74394989013672,31042000,0.5675336783973028,74.92429962158204,73.44577484130859,1.4759849212146963,74.0037735050466,72.82136390962758,1.182409595419017,0.9985186269513087,56.47515146433965,76.01659622900274,70.87495345361444
2020-02-13,75.5,76.29750061035156,75.19999694824219,75.66950225830078,75.48259735107422,22914000,-0.34504919068526485,75.29850006103516,73.63125,1.4812868802191812,74.2600394670857,73.0323371206404,1.227702346445298,1.0443553708501065,59.48955404207822,76.28465875978613,70.97784124021386
2020-02-14,75.72650146484375,76.00250244140625,75.27749633789062,75.9365005493164,75.74893188476562,23198000,0.35284795465446717,75.6947006225586,73.80267486572265,1.4768457542643632,74.51795655665966,73.24746033757937,1.270496219080286,1.0895835404961425,69.79973260639314,76.59014732313274,71.01520240831256
2020-02-18,75.71700286865234,76.52799987792969,75.55049896240234,75.97200012207031,75.78434753417969,25642000,0.04674902385164437,75.80250091552735,73.90247497558593,1.4161415899307772,74.74165556672283,73.44927809939351,1.2923774673293167,1.1301423258627774,67.0948271882688,76.85416468882293,70.95078526234893
2020-02-19,76.36000061035156,76.53700256347656,76.04900360107422,76.24349975585938,76.05517578125,22746000,0.3573680215774422,75.95060119628906,74.00902481079102,1.4169373979335083,74.97270851889768,73.65625748135395,1.3164510375437288,1.1674040681989677,66.96869770385007,77.1409813426117,70.87706827897034
2020-02-20,75.95050048828125,76.35350036621094,75.21299743652344,75.84950256347656,75.66214752197266,25962000,-0.5167616828246846,75.93420104980468,74.09182510375976,1.4248088474959,75.10759991037135,73.81872008002969,1.2888798303416564,1.1916992206275054,65.20602334159511,77.33007288743154,70.85357732008798
2020-02-21,75.22899627685547,75.54750061035156,73.92449951171875,74.1729965209961,73.98978424072266,42520000,-2.2103059160835548,75.63489990234375,74.08875007629395,1.517290292258193,74.96381477354439,73.84496277936054,1.1188519941838422,1.1771297753387728,61.604674629151866,77.32654418431581,70.85095596827209
2020-02-24,71.15249633789062,71.81900024414062,70.3395004272461,70.99299621582031,70.81764221191406,49560000,-4.287274957639897,74.64619903564453,73.97297477722168,1.7791935931789151,74.35291961081761,73.63370599687607,0.7192136139415339,1.085546543059325,36.48660107154619,77.48243725136135,70.46351230308201
2020-02-25,71.55000305175781,71.84249877929688,69.02100372314453,69.31600189208984,69.14479064941406,51580000,-2.362196854788845,73.31499938964843,73.85944976806641,1.780057626776923,73.5780091925518,73.3138760631882,0.2641331293636,0.92126386032018,37.06946292051993,77.81278116839425,69.90611836773857
2020-02-26,69.7490005493164,70.68350219726562,68.82749938964844,69.52349853515625,69.35176849365234,49776000,0.2993488334618988,71.97099914550782,73.70937461853028,1.7506094870375934,72.95423832218326,73.03310735740806,-0.07886903522479827,0.7212372812111844,38.0215530423859,78.08168482293488,69.33706441412568
